Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
"31/35/15, Đường Ung Văn Khiêm, Phường 25, Bình Thạnh, Hồ Chí Minh",52.00,5.00,12.00,Đông - Nam,Đông - Nam,2,3,3,Have certificate,Full,7.90
"Đường Trần Khắc Chân, Phường 9, Phú Nhuận, Hồ Chí Minh",22.00,2.89,2.50,Đông - Bắc,Đông - Bắc,2,2,2,Have certificate,Basic,3.80
"Phố Chùa Quỳnh, Phường Quỳnh Lôi, Hai Bà Trưng, Hà Nội",30.00,5.00,15.00,Tây - Nam,Tây - Nam,5,4,4,Have certificate,Full,6.75
"Đường 743, Phường Tân Đông Hiệp, Dĩ An, Bình Dương",98.00,5.00,5.00,Bắc,Bắc,1,4,2,Have certificate,Basic,3.29
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",50.00,8.00,4.00,Đông - Nam,Đông - Nam,5,3,4,Have certificate,Full,4.50
"Đường An Thượng 5, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",67.50,4.50,3.75,Tây,Tây,2,3,2,Have certificate,Full,9.50
"Đường Tố Hữu, Phường Yên Nghĩa, Hà Đông, Hà Nội",45.00,4.50,3.00,Đông - Bắc,Đông - Bắc,4,4,3,Have certificate,Full,3.65
"Đường Số 5, Phường Linh Xuân, Thủ Đức, Hồ Chí Minh",45.00,4.50,3.00,Nam,Nam,2,2,1,Have certificate,Basic,2.40
"Đường Lê Trọng Tấn, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",60.00,4.00,5.00,Đông - Bắc,Đông - Bắc,4,4,5,Have certificate,Full,6.50
"Xã Song Phương, Hoài Đức, Hà Nội",40.00,7.00,5.00,Đông,Nam,4,4,3,Have certificate,Basic,3.60
"Đường Tân Thới Nhất 12, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",88.00,8.00,8.00,Tây - Nam,Tây - Nam,3,4,5,Have certificate,Full,7.60
"6/27, Đường 14A, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",40.00,4.00,5.00,Bắc,Bắc,2,2,2,Have certificate,Full,3.60
"Đường Đê Mới, Xã Phụng Châu, Chương Mỹ, Hà Nội",33.00,4.00,3.00,Đông - Nam,Đông - Nam,4,3,3,Have certificate,Full,2.45
"Đường Yên Quán, Xã Tân Phú, Quốc Oai, Hà Nội",45.00,4.00,3.50,Đông - Bắc,Đông - Bắc,3,3,3,Have certificate,Basic,2.46
"Đường Bình Minh, Xã Cao Viên, Thanh Oai, Hà Nội",59.00,5.00,4.00,Bắc,Bắc,3,3,3,Have certificate,Full,2.15
"Đường Quang Trung, Phường Quang Trung, Hà Đông, Hà Nội",31.00,4.00,2.50,Đông - Nam,Đông - Nam,5,3,4,Have certificate,Basic,4.10
"Đường Liên Xã, Xã Đại Thành, Quốc Oai, Hà Nội",72.00,4.20,5.00,Đông - Nam,Đông - Nam,3,3,3,Have certificate,Basic,3.15
"Đường Liên Xã, Xã Đại Thành, Quốc Oai, Hà Nội.",48.00,4.00,5.00,Bắc,Bắc,3,3,3,Have certificate,Basic,2.70
"Đường Đê Mới, Xã Phụng Châu, Chương Mỹ, Hà Nội",35.00,3.50,3.50,Tây - Nam,Tây - Nam,3,3,3,Have certificate,Basic,1.93
"Đường Đê Mới, Xã Phụng Châu, Chương Mỹ, Hà Nội",35.30,4.00,3.50,Đông - Bắc,Đông - Bắc,3,3,3,Have certificate,Basic,2.39
"Đường Đê Mới, Xã Phụng Châu, Chương Mỹ, Hà Nội",52.00,4.00,3.00,Đông - Nam,Đông - Nam,4,4,3,Have certificate,Full,2.70
"Đường Đê Mới, Xã Phụng Châu, Chương Mỹ, Hà Nội",34.00,3.50,3.00,Đông - Nam,Đông - Nam,3,3,3,Have certificate,Basic,1.85
"Đường Đê Mới, Xã Phụng Châu, Chương Mỹ, Hà Nội",40.00,3.80,3.00,Đông - Bắc,Đông - Bắc,3,3,3,Have certificate,Basic,2.28
"Đường Huỳnh Thị Hai, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",32.00,5.00,6.00,Đông,Đông,3,3,3,Have certificate,Full,2.55
"Đường Đê Mới, Xã Phụng Châu, Chương Mỹ, Hà Nội",35.00,4.00,3.50,Tây - Nam,Tây - Nam,3,3,3,Have certificate,Basic,2.40
"Dự án Novahills Mũi Né, Đường Huỳnh Thúc Kháng, Phường Hàm Tiến, Phan Thiết, Bình Thuận",250.00,12.00,12.00,Đông - Nam,Đông - Nam,1,2,2,Sale contract,Full,7.50
"Phường Ngọc Thụy, Long Biên, Hà Nội",46.00,5.25,3.00,Tây - Nam,Tây - Nam,5,3,4,Have certificate,Full,7.90
"Đường La Tinh, Xã Đông La, Hoài Đức, Hà Nội",30.00,4.00,6.00,Đông - Nam,Đông - Nam,5,3,3,Have certificate,Full,3.10
"Đường Số 14, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",32.00,4.00,4.00,Bắc,Bắc,1,2,2,Have certificate,Basic,3.48
"Đường Liên Xã, Xã Đông La, Hoài Đức, Hà Nội",32.60,4.00,3.00,Đông,Đông,4,4,3,Have certificate,Basic,2.70
"Đường Đồng Lầu, Xã Đông La, Hoài Đức, Hà Nội",40.00,5.00,4.00,Tây - Nam,Tây - Nam,5,4,3,Have certificate,Basic,3.65
"Đường Giang Lẻ, Phường Biên Giang, Hà Đông, Hà Nội",33.00,5.00,4.00,Đông - Nam,Đông - Nam,5,3,4,Have certificate,Basic,2.85
"Đường Biên Giang, Phường Biên Giang, Hà Đông, Hà Nội",32.00,3.50,3.00,Đông - Nam,Đông - Nam,5,3,4,Have certificate,Basic,2.75
"Thị trấn Chúc Sơn, Chương Mỹ, Hà Nội",33.00,4.35,4.00,Đông - Bắc,Đông - Bắc,3,3,3,Have certificate,Basic,2.20
"Đường DH03, Xã Đông La, Hoài Đức, Hà Nội",30.00,4.10,7.00,Tây - Nam,Tây - Nam,5,3,4,Have certificate,Full,3.10
"Hẻm 83, Đường Phạm Văn Bạch, Phường 15, Tân Bình, Hồ Chí Minh",53.00,4.00,6.00,Đông - Nam,Đông - Nam,3,4,3,Have certificate,Basic,8.90
"Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",217.60,10.00,5.00,Nam,Nam,3,5,3,Have certificate,Full,7.50
"Dự án Greenlife 13C, Xã Phong Phú, Bình Chánh, Hồ Chí Minh",95.00,5.00,12.00,Đông - Nam,Đông - Nam,4,5,5,Have certificate,Full,7.50
"Đường Lê Đình Cẩn, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",74.00,8.00,8.00,Đông - Bắc,Đông - Bắc,3,3,4,Have certificate,Full,6.30
"Đường Nguyễn Thị Tú, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",30.00,5.00,4.00,Tây,Tây,3,4,3,Have certificate,Full,2.48
"Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh",64.00,4.00,8.00,Đông,Đông,3,4,4,Have certificate,Full,7.50
"Dự án Ivory Villas & Resort, Đường Quốc lộ 6, Xã Lâm Sơn, Lương Sơn, Hòa Bình",400.00,40.00,30.00,Đông - Nam,Nam,3,4,4,Have certificate,Full,6.30
"Dự án Ivory Villas & Resort, Đường Quốc lộ 6, Xã Lâm Sơn, Lương Sơn, Hòa Bình",400.00,14.00,16.00,Nam,Nam,3,3,4,Have certificate,Full,6.30
"Đường Trần Nhân Tôn, Phường 2, Quận 10, Hồ Chí Minh",28.10,29.00,15.00,Đông - Bắc,Đông - Bắc,3,3,3,Have certificate,Basic,9.50
"Đường Thống Nhất, Phường 16, Gò Vấp, Hồ Chí Minh",64.00,4.00,5.00,Đông - Nam,Đông - Nam,3,3,4,Have certificate,Full,7.80
"Dự án Vĩnh Điềm Trung, Đường B1, Xã Vĩnh Hiệp, Nha Trang, Khánh Hòa",108.00,6.00,10.00,Nam,Bắc,3,4,4,Have certificate,Basic,7.50
"Đường Thới An 06, Phường Thới An, Quận 12, Hồ Chí Minh",38.00,3.20,6.00,Đông - Nam,Đông - Nam,3,4,3,Have certificate,Basic,2.25
"Đường Nguyễn Nhàn, Phường Hòa Thọ Đông, Cẩm Lệ, Đà Nẵng",78.00,4.00,5.00,Tây,Tây,3,3,4,Have certificate,Full,3.70
"Đường 182, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",56.70,5.00,4.00,Tây - Nam,Tây - Nam,2,2,2,Have certificate,Basic,4.90
"Phường Bình Nhâm, Thuận An, Bình Dương",80.00,5.00,7.00,Tây - Bắc,Tây - Bắc,2,3,2,Have certificate,Basic,3.65
"Đường Hoà Phú 21, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",92.00,5.00,7.50,Tây - Nam,Tây - Nam,3,3,4,Have certificate,Full,6.95
"Đường Bàu Năng 3, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",90.00,5.00,8.00,Tây - Nam,Tây - Nam,4,4,5,Have certificate,Full,5.50
"Đường Lỗ Giáng 6, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",100.00,5.00,5.50,Nam,Nam,2,3,2,Have certificate,Basic,3.80
"Đường Cồn Dầu 19, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",100.00,5.00,7.50,Đông - Nam,Đông - Nam,3,3,3,Have certificate,Full,5.90
"Đường Tây Mỗ, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",80.00,4.00,2.00,Đông,Đông,4,6,4,Have certificate,Full,7.00
"Đường Ỷ La, Phường Dương Nội, Hà Đông, Hà Nội",33.00,5.00,2.50,Tây - Bắc,Tây - Bắc,5,3,4,Have certificate,Basic,3.50
"Đường Lai Xá, Xã Kim Chung, Hoài Đức, Hà Nội",31.00,4.10,2.00,Tây,Tây,5,6,4,Have certificate,Basic,4.10
"Đường Lê Duẩn, Phường Chính Gián, Thanh Khê, Đà Nẵng",67.00,6.00,3.00,Đông,Đông,2,2,2,Have certificate,Full,2.85
"Đường Hoàng Diệu, Phường Bình Hiên, Hải Châu, Đà Nẵng",65.00,5.00,4.00,Tây - Bắc,Đông - Nam,3,4,4,Have certificate,Full,4.40
"Đường Huỳnh Văn Bánh, Phường 11, Phú Nhuận, Hồ Chí Minh",44.00,6.00,4.50,Bắc,Bắc,5,4,3,Have certificate,Full,10.00
"473, Đường Lê Văn Quới, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",76.00,4.00,8.00,Tây,Tây,4,6,6,Have certificate,Full,8.60
"Đường Hậu Ái, Xã Vân Canh, Hoài Đức, Hà Nội",44.00,3.60,3.00,Đông - Nam,Đông - Nam,5,6,7,Have certificate,Basic,5.10
"Dự án Ecorivers Hải Dương, Đường Yết Kiêu, Phường Ngọc Châu, Hải Dương, Hải Dương",85.00,5.00,13.00,Nam,Nam,4,4,5,Sale contract,Full,6.80
"Đường Tân Thới Nhất 8, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",75.00,4.00,4.00,Đông - Nam,Đông - Nam,3,4,5,Have certificate,Full,6.80
"Đường Vườn Lài, Phường An Phú Đông, Quận 12, Hồ Chí Minh",57.00,5.50,6.00,Tây,Tây,4,4,4,Have certificate,Full,5.50
"Đường Phạm Văn Bạch, Phường 15, Tân Bình, Hồ Chí Minh",40.00,3.55,15.00,Tây - Nam,Tây - Nam,2,2,1,Have certificate,Basic,3.30
"Đường La Nội, Phường Dương Nội, Hà Đông, Hà Nội",30.00,4.00,7.00,Đông - Bắc,Nam,2,1,1,Have certificate,Full,5.40
"Đường Hiệp Thành 26, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",35.00,3.50,4.00,Tây - Nam,Tây - Nam,3,3,3,Have certificate,Basic,2.48
"Đường Quang Trung, Phường 8, Gò Vấp, Hồ Chí Minh",56.00,6.00,7.00,Tây,Bắc,4,4,5,Have certificate,Full,8.95
"Đường Hậu Ái, Xã Vân Canh, Hoài Đức, Hà Nội",30.00,3.55,2.50,Nam,Nam,5,3,4,Have certificate,Basic,3.90
"Đường La Phù, Xã La Phù, Hoài Đức, Hà Nội",35.00,3.60,3.00,Bắc,Bắc,4,5,4,Have certificate,Full,4.05
"Phường Chính Gián, Thanh Khê, Đà Nẵng",82.00,6.30,5.50,Bắc,Tây,3,3,3,Have certificate,Full,5.60
"Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng",100.00,5.00,7.50,Tây - Bắc,Tây - Bắc,1,2,1,Have certificate,Full,3.15
"Đường Tân Hương, Phường Tân Quý, Tân Phú, Hồ Chí Minh",60.00,5.00,5.00,Đông,Đông,4,4,4,Have certificate,Full,6.30
"Phường An Phú, Thuận An, Bình Dương",63.00,5.00,7.00,Nam,Nam,2,2,2,Have certificate,Basic,2.60
"Đường An Trai, Xã Vân Canh, Hoài Đức, Hà Nội",30.00,4.00,3.00,Tây,Tây,5,3,4,Have certificate,Full,4.40
"Xã Cổ Loa, Huyện Đông Anh, Hà Nội",67.00,4.35,3.00,Bắc,Bắc,1,2,1,Have certificate,Basic,3.50
"Đường Số 1C, Phường An Lạc A, Bình Tân, Hồ Chí Minh",60.00,4.00,6.00,Nam,Nam,3,4,3,Have certificate,Full,7.50
"Đường Văn Cao, Phường Liễu Giai, Ba Đình, Hà Nội.",40.00,3.50,4.00,Nam,Tây,7,3,5,Have certificate,Basic,9.20
"Đường Tân Lập 2, Phường Hiệp Phú, Quận 9, Hồ Chí Minh",118.00,6.00,7.00,Tây,Tây,2,2,1,Have certificate,Basic,6.45
"Đường Tô Hiệu, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh",56.70,4.00,12.00,Đông - Bắc,Đông - Bắc,4,4,5,Have certificate,Basic,7.30
"Đường Nguyễn Văn Luông, Phường 12, Quận 6, Hồ Chí Minh",54.00,4.00,4.00,Bắc,Bắc,2,2,2,Have certificate,Basic,5.00
"Phường Tân Đông Hiệp, Dĩ An, Bình Dương",68.00,4.23,8.00,Tây - Bắc,Tây - Bắc,3,3,3,Have certificate,Basic,4.30
"Đường ĐT 743, Phường Tân Đông Hiệp, Dĩ An, Bình Dương",82.00,4.00,7.00,Bắc,Bắc,2,3,3,Have certificate,Basic,3.45
"Đường Hoàng Văn Thái, Phường Khương Đình, Thanh Xuân, Hà Nội",45.00,4.50,4.00,Bắc,Bắc,5,4,3,Have certificate,Full,7.90
"Phố Hào Nam, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",42.00,5.50,4.00,Bắc,Bắc,7,4,5,Have certificate,Full,10.00
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",35.00,3.80,25.00,Đông - Bắc,Đông - Bắc,4,2,2,Have certificate,Basic,7.42
"Đường Hà Trì 2, Phường Hà Cầu, Hà Đông, Hà Nội",37.00,3.50,2.00,Đông - Nam,Đông - Nam,5,4,4,Have certificate,Basic,4.90
"Dự án Mỹ Phước 3, Đường D12, Phường Thới Hòa, Bến Cát, Bình Dương",150.00,8.00,16.00,Nam,Nam,2,3,2,Have certificate,Full,2.30
"Đường Đinh Tiên Hoàng, Phường 2, Vũng Tàu, Bà Rịa Vũng Tàu",45.00,3.30,20.00,Bắc,Bắc,2,2,3,Have certificate,Full,5.50
"Đường Lương Văn Can, Phường 2, Vũng Tàu, Bà Rịa Vũng Tàu",44.00,4.30,9.00,Đông - Bắc,Đông - Bắc,4,4,5,Have certificate,Full,6.80
"Đường Hùng Vương, Phường Lộc Thọ, Nha Trang, Khánh Hòa",46.20,4.90,3.00,Tây,Đông - Bắc,5,5,5,Have certificate,Full,7.50
"118/, Đường Phan Huy Ích, Phường 15, Tân Bình, Hồ Chí Minh",69.00,4.00,8.00,Tây - Bắc,Tây - Bắc,3,4,5,Have certificate,Full,7.45
"Đường Lê Lợi, Phường Nguyễn Trãi, Hà Đông, Hà Nội",30.00,3.00,1.50,Tây - Bắc,Tây - Bắc,5,4,3,Have certificate,Full,4.50
"đường Liên Mạc, Phường Liên Mạc, Bắc Từ Liêm, Hà Nội",45.00,6.90,10.00,Tây - Bắc,Tây - Bắc,5,8,9,Have certificate,Basic,4.80
"Đường Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Hồ Chí Minh",72.00,4.00,8.00,Tây,Tây,2,3,3,Have certificate,Full,6.80
"Đường Nguyễn Tri Phương, Phường Bửu Hòa, Biên Hòa, Đồng Nai",86.00,4.20,6.00,Đông - Nam,Đông - Nam,3,5,3,Have certificate,Basic,3.50
"Đường Lương Thế Vinh, Phường An Hải Đông, Sơn Trà, Đà Nẵng",45.00,5.00,3.00,Bắc,Bắc,3,3,3,Have certificate,Full,2.80
"Đường Hoàng Sa, Phường Phước Long, Nha Trang, Khánh Hòa",98.00,5.00,10.00,Đông - Bắc,Đông - Bắc,2,3,2,Have certificate,Basic,9.30
"Đường Chu Văn An, Phường 12, Bình Thạnh, Hồ Chí Minh",53.00,5.00,12.00,Đông,Đông,4,4,5,Have certificate,Full,9.40
"11A, Đường Nguyễn Hiền, Phường 4, Quận 3, Hồ Chí Minh",30.00,3.70,6.00,Tây - Nam,Tây - Nam,2,1,2,Have certificate,Full,5.60
"Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên",46.00,6.00,50.00,Đông - Nam,Đông - Nam,5,8,5,Have certificate,Basic,7.00
"Đường Lê Đức Thọ, Phường 6, Gò Vấp, Hồ Chí Minh",37.50,8.30,5.00,Tây,Tây,4,3,3,Have certificate,Full,5.99
"Đường Huyện 94B, Phường 10, Mỹ Tho, Tiền Giang",140.00,5.00,4.00,Nam,Nam,2,3,2,Have certificate,Full,2.68
"Đường Nguyễn Thị Nhuần, Phường An Phú Đông, Quận 12, Hồ Chí Minh",56.00,4.00,20.00,Đông - Nam,Đông - Nam,3,4,5,Have certificate,Basic,7.80
"Đường Hữu Hòa, Xã Hữu Hòa, Thanh Trì, Hà Nội",39.00,3.90,3.00,Đông - Bắc,Đông - Bắc,5,4,3,Have certificate,Full,2.50
"Đường Tựu Liệt, Xã Tam Hiệp, Thanh Trì, Hà Nội",39.00,3.80,3.00,Nam,Nam,5,4,3,Have certificate,Full,3.85
"239/52, Đường Bà Hom, Phường 13, Quận 6, Hồ Chí Minh",30.00,3.50,5.00,Bắc,Bắc,2,2,1,Have certificate,Basic,3.70
"Dự án Sun Group Hà Nam, Đường Quốc lộ 1A, Xã Tiên Hiệp, Phủ Lý, Hà Nam",120.00,4.00,15.00,Đông - Bắc,Đông - Bắc,5,5,4,Have certificate,Basic,5.40
"Dự án Phú Hồng Khang - Phú Hồng Đạt, Đường ĐT 743, Phường Bình Chuẩn, Thuận An, Bình Dương",60.00,17.00,17.00,Tây,Tây,2,4,5,Have certificate,Full,3.70
"Phố Nghĩa Tân, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",48.00,6.00,6.00,Đông - Bắc,Nam,1,3,2,Have certificate,Basic,8.50
"Đường Hùng Vương, Thị trấn Quảng Phú, Cư M'gar, Đắk Lắk",114.00,5.20,36.00,Tây - Bắc,Tây - Bắc,1,2,1,Have certificate,Basic,3.50
"Đường Lý Văn Sâm, Phường Tam Hiệp, Biên Hòa, Đồng Nai",72.00,4.00,12.00,Tây - Nam,Tây - Nam,4,4,4,Have certificate,Full,7.10
"Đường Số 5, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",62.50,5.00,6.00,Đông,Đông,1,2,2,Have certificate,Basic,5.20
"Ngõ 21, Đường Thanh Am, Phường Thượng Thanh, Long Biên, Hà Nội",55.00,3.80,2.00,Tây,Tây,4,4,3,Have certificate,Basic,5.50
"Đường 8A, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",54.00,4.50,8.00,Đông,Đông,3,4,5,Have certificate,Full,8.30
"Đường Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh",95.00,10.00,10.00,Đông - Bắc,Đông - Bắc,3,4,5,Have certificate,Basic,8.25
"Đường An Sơn 7, Xã An Sơn, Thuận An, Bình Dương",200.00,10.00,8.00,Tây - Nam,Tây,1,2,2,Have certificate,Full,4.50
"Đường Hoàng Minh Chánh, Phường Hóa An, Biên Hòa, Đồng Nai",76.00,10.00,10.00,Đông,Đông,3,4,3,Have certificate,Full,3.20
"Đường Định Công Thượng, Phường Định Công, Hoàng Mai, Hà Nội",54.00,4.00,5.00,Tây - Bắc,Tây - Bắc,5,6,4,Have certificate,Full,8.10
"Ngõ 2/33/11, Đường Văn Trì, Phường Minh Khai, Bắc Từ Liêm, Hà Nội",30.00,3.50,2.00,Tây - Nam,Tây - Nam,4,4,2,Have certificate,Basic,4.15
"đường Võng Thị, Phường Thụy Khuê, Tây Hồ, Hà Nội",30.00,3.50,1.80,Nam,Nam,5,3,4,Have certificate,Basic,5.25
"Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",82.00,6.00,6.00,Đông - Bắc,Đông - Bắc,3,4,6,Have certificate,Basic,6.50
"Đường Triệu Quang Phục, Phường Vĩnh Hòa, Nha Trang, Khánh Hòa",76.70,5.00,16.00,Đông - Bắc,Đông - Bắc,2,2,3,Have certificate,Full,4.50
"Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",38.50,5.00,5.00,Đông - Bắc,Đông - Bắc,4,3,3,Have certificate,Full,4.35
"Ecolakes Mỹ Phước, Phường Thới Hòa, Bến Cát, Bình Dương",200.00,10.00,16.00,Tây - Bắc,Tây - Bắc,3,5,6,Have certificate,Full,5.35
"Dự án Lotus Residences (Vạn Liên), Phường Hùng Thắng, Hạ Long, Quảng Ninh",99.00,5.00,18.00,Đông - Bắc,Đông - Bắc,4,5,6,Have certificate,Full,7.55
"Đường Thạnh Lộc 15, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",103.00,4.10,5.00,Đông - Bắc,Đông - Bắc,3,4,4,Have certificate,Basic,5.55
"Đường Thống Nhất, Phường 16, Gò Vấp, Hồ Chí Minh",60.00,4.00,5.50,Đông,Đông,3,4,4,Have certificate,Basic,7.20
"Đường Số 48, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",70.00,5.00,6.00,Đông - Nam,Đông - Nam,4,4,4,Have certificate,Full,6.80
"Đường Quốc Lộ 6A, Xã Phụng Châu, Chương Mỹ, Hà Nội",34.00,4.00,3.00,Tây,Tây,3,3,3,Have certificate,Full,2.25
"Dự án Hoàng Nam Uyên Hưng, Đường Tố Hữu, Phường Uyên Hưng, Tân Uyên, Bình Dương",63.00,12.00,36.00,Đông - Bắc,Đông,3,2,3,Have certificate,Basic,1.95
"Đường Hương lộ 2, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",60.00,4.00,8.00,Tây,Tây,5,5,6,Have certificate,Full,6.10
"Đường Hương lộ 2, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",66.00,4.10,8.00,Đông,Đông,5,5,6,Have certificate,Full,5.60
"Dự án The Larita, Đường Hoàng Phan Thái, Xã Mỹ Yên, Bến Lức, Long An",80.00,5.00,9.00,Tây,Tây,3,4,5,Have certificate,Full,2.50
"đường Liên Mạc, Phường Liên Mạc, Bắc Từ Liêm, Hà Nội",31.00,3.50,2.00,Đông - Nam,Đông - Nam,2,2,1,Have certificate,Basic,2.05
"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",36.00,3.20,2.20,Đông,Đông,5,4,4,Have certificate,Full,4.80
"Đường Phan Đình Giót, Phường La Khê, Hà Đông, Hà Nội",51.00,3.40,2.50,Nam,Nam,3,3,3,Have certificate,Full,5.50
"Đường Quang Trung, Phường La Khê, Hà Đông, Hà Nội",42.00,3.30,3.00,Nam,Nam,4,4,3,Have certificate,Full,6.80
"Hẻm 373, Phố Lý Thường Kiệt, Phường 9, Tân Bình, Hồ Chí Minh",66.00,5.50,4.00,Đông - Nam,Đông - Nam,2,3,3,Have certificate,Full,7.80
"Đường Phố Lụa, Phường Vạn Phúc, Hà Đông, Hà Nội",32.00,3.20,3.20,Đông - Bắc,Đông - Bắc,4,4,3,Have certificate,Basic,6.15
"Đường Hương lộ 2, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",60.00,4.00,8.00,Đông,Đông,5,5,6,Have certificate,Full,6.30
"Đường Thanh Bình, Phường Mỗ Lao, Hà Đông, Hà Nội",43.00,4.20,2.00,Tây,Tây,5,4,4,Have certificate,Full,6.00
"Đường Trần Đăng Ninh, Phường Quang Trung, Hà Đông, Hà Nội",35.00,3.60,2.00,Nam,Nam,5,4,4,Have certificate,Full,6.50
"Đường Văn Phú, Phường Phú La, Hà Đông, Hà Nội",35.00,3.70,2.50,Nam,Nam,5,3,4,Have certificate,Basic,6.50
"Đường Lý Tự Trọng, Phường La Khê, Hà Đông, Hà Nội",33.00,3.30,8.00,Bắc,Bắc,5,4,4,Have certificate,Full,8.20
"Đường Ngô Quyền, Phường La Khê, Hà Đông, Hà Nội",32.00,3.60,3.20,Bắc,Bắc,5,3,4,Have certificate,Basic,5.80
"Đường Yên Phúc, Phường Văn Quán, Hà Đông, Hà Nội",52.00,3.35,5.00,Đông - Nam,Đông - Nam,1,1,1,Have certificate,Basic,6.30
"Phố Bà Triệu, Phường Nguyễn Trãi, Hà Đông, Hà Nội",30.00,3.00,2.00,Tây - Bắc,Tây - Bắc,5,4,4,Have certificate,Full,4.50
"Đường Văn Phú, Phường Phú La, Hà Đông, Hà Nội",36.00,4.30,7.00,Đông,Đông,5,3,4,Have certificate,Full,8.00
"Đường Âu Dương Lân, Phường 3, Quận 8, Hồ Chí Minh",42.00,5.00,4.00,Đông - Bắc,Đông - Bắc,4,3,3,Have certificate,Full,6.40
